split,game,side,team,fb,fbtime,fd,fdtime,ft,fttime,cspm,goldat10,goldat15,result
spring,3,Blue,SK Telecom T1,1,8.959266667,1,11.31538333,1,10.7536,32.91512915,15.418,24.764,1
spring,3,Red,Afreeca Freecs,0,8.959266667,0,11.31538333,0,10.7536,30.5904059,14.38,21.642,0
spring,1,Blue,Kongdoo Monster,0,3.662266667,0,15.98823333,0,12.4421,28.82800609,14.719,22.593,0
spring,1,Red,MVP,1,3.662266667,1,15.98823333,1,12.4421,31.08066971,15.652,25.095,1
spring,2,Blue,MVP,1,0.7279,1,12.26706667,0,18.21848333,36.49308381,16.492,24.379,1
spring,2,Red,Kongdoo Monster,0,0.7279,0,12.26706667,1,18.21848333,30.21969081,14.319,22.875,0
spring,1,Blue,Samsung Galaxy,1,11.27055,0,11.88521667,0,11.4895,34.60381143,14.709,22.875,0
spring,1,Red,KT Rolster,0,11.27055,1,11.88521667,1,11.4895,35.23570712,14.602,23.37,1
spring,2,Blue,KT Rolster,1,2.258416667,0,10.14123333,0,14.51173333,30.95804634,14.99,23.418,0
spring,2,Red,Samsung Galaxy,0,2.258416667,1,10.14123333,1,14.51173333,33.17470257,15.359,25.923,1
spring,3,Blue,Samsung Galaxy,0,0.854783333,1,15.09883333,1,10.09783333,30.50847458,15.533,25.561,1
spring,3,Red,KT Rolster,1,0.854783333,0,15.09883333,0,10.09783333,31.23104371,14.673,23.667,0
spring,1,Blue,Longzhu Gaming,1,1.2395,1,10.28338333,0,15.17401667,37.53275109,15.209,23.615,1
spring,1,Red,ROX Tigers,0,1.2395,0,10.28338333,1,15.17401667,32.25982533,14.893,23.266,0
spring,2,Blue,ROX Tigers,0,3.069516667,1,13.60935,0,16.68965,30.18595041,14.442,22.735,1
spring,2,Red,Longzhu Gaming,1,3.069516667,0,13.60935,1,16.68965,32.57231405,14.397,22.134,0
spring,3,Blue,Longzhu Gaming,1,9.368,0,6.714416667,1,9.738133333,31.35802469,16.856,27.473,1
spring,3,Red,ROX Tigers,0,9.368,1,6.714416667,0,9.738133333,29.18518519,15.046,22.398,0
spring,1,Blue,MVP,1,14.41423333,0,8.909216667,1,16.10156667,34.58197104,14.608,23.703,1
spring,1,Red,Jin Air Green Wings,0,14.41423333,1,8.909216667,0,16.10156667,33.68519383,14.519,21.948,0
spring,2,Blue,Jin Air Green Wings,1,12.704,0,10.2823,1,11.73868333,29.28143713,14.5,23.985,1
spring,2,Red,MVP,0,12.704,1,10.2823,0,11.73868333,31.86377246,13.795,21.319,0
spring,3,Blue,MVP,1,10.37451667,1,7.6731,0,16.10621667,31.49312377,14.768,23.084,1
spring,3,Red,Jin Air Green Wings,0,10.37451667,0,7.6731,1,16.10621667,30.37328094,14.598,22.018,0
spring,1,Blue,BBQ Olivers,1,3.011016667,1,11.7017,1,14.5173,32.38167939,15.419,25.417,0
spring,1,Red,SK Telecom T1,0,3.011016667,0,11.7017,0,14.5173,35.42748092,15.605,23.489,1
spring,2,Blue,SK Telecom T1,1,8.713416667,0,11.121,1,12.1176,32.76816609,14.809,24.418,1
spring,2,Red,BBQ Olivers,0,8.713416667,1,11.121,0,12.1176,28.78892734,14.715,22.989,0
spring,1,Blue,Kongdoo Monster,0,5.079783333,1,13.11675,0,11.70693333,33.03017053,14.81,22.674,0
spring,1,Red,Samsung Galaxy,1,5.079783333,0,13.11675,1,11.70693333,33.18758199,15.44,24.68,1
spring,2,Blue,Samsung Galaxy,1,3.28575,0,15.42626667,1,12.18521667,36.21933622,14.952,24.812,1
spring,2,Red,Kongdoo Monster,0,3.28575,1,15.42626667,0,12.18521667,30.07215007,13.862,20.602,0
spring,1,Blue,ROX Tigers,1,21.3305,1,10.15386667,1,15.30288333,32.18229623,14.933,22.593,1
spring,1,Red,Afreeca Freecs,0,21.3305,0,10.15386667,0,15.30288333,35.44259422,14.579,22.601,0
spring,2,Blue,Afreeca Freecs,1,3.6314,1,8.0764,0,8.643266667,32.14076246,15.459,23.092,0
spring,2,Red,ROX Tigers,0,3.6314,0,8.0764,1,8.643266667,33.72434018,16.227,25.557,1
spring,1,Blue,Samsung Galaxy,0,3.315583333,0,11.2817,1,13.17436667,33.77019749,15.723,25.434,1
spring,1,Red,Jin Air Green Wings,1,3.315583333,1,11.2817,0,13.17436667,33.33931777,14.844,22.074,0
spring,2,Blue,Jin Air Green Wings,1,3.102266667,0,9.0184,0,15.06435,31.71528588,14.64,22.9,0
spring,2,Red,Samsung Galaxy,0,3.102266667,1,9.0184,1,15.06435,32.6487748,15.29,22.902,1
spring,1,Blue,BBQ Olivers,0,6.695983333,0,9.174133333,1,13.58818333,32.30966638,15.088,24.152,1
spring,1,Red,ROX Tigers,1,6.695983333,1,9.174133333,0,13.58818333,31.15483319,15.312,22.838,0
spring,2,Blue,ROX Tigers,1,7.834183333,0,15.01776667,1,15.72481667,32.01368106,15.869,24.491,1
spring,2,Red,BBQ Olivers,0,7.834183333,1,15.01776667,0,15.72481667,30.83368961,14.328,23.214,0
spring,3,Blue,BBQ Olivers,0,10.34158333,0,9.094433333,0,10.81853333,31.70518426,15.291,22.289,0
spring,3,Red,ROX Tigers,1,10.34158333,1,9.094433333,1,10.81853333,32.90443473,14.654,25.687,1
spring,1,Blue,KT Rolster,1,4.724583333,0,8.632566667,1,18.88655,33.78223496,16.193,24.49,1
spring,1,Red,MVP,0,4.724583333,1,8.632566667,0,18.88655,30.49426934,14.099,22.627,0
spring,2,Blue,MVP,1,4.483016667,1,8.690933333,0,11.09318333,31.2689295,14.734,22.298,1
spring,2,Red,KT Rolster,0,4.483016667,0,8.690933333,1,11.09318333,31.17493473,15.655,25.945,0
spring,3,Blue,KT Rolster,0,9.641483333,0,14.6303,0,15.58048333,32.87093942,14.592,22.268,0
spring,3,Red,MVP,1,9.641483333,1,14.6303,1,15.58048333,32.66022827,14.548,23.678,1
spring,1,Blue,SK Telecom T1,1,4.64155,0,10.89681667,0,7.8083,33.28214971,14.384,23.803,0
spring,1,Red,Longzhu Gaming,0,4.64155,1,10.89681667,1,7.8083,34.52591171,16.47,24.352,1
spring,2,Blue,Longzhu Gaming,0,11.58948333,0,14.75756667,0,19.10941667,33.72285419,14.205,21.539,0
spring,2,Red,SK Telecom T1,1,11.58948333,1,14.75756667,1,19.10941667,36.51499483,14.745,22.73,1
spring,3,Blue,SK Telecom T1,0,7.148066667,0,13.69003333,1,16.10198333,31.23872805,14.466,22.505,1
spring,3,Red,Longzhu Gaming,1,7.148066667,1,13.69003333,0,16.10198333,30.24205031,14.576,22.1,0
spring,1,Blue,Jin Air Green Wings,1,4.853016667,1,7.327216667,1,11.22893333,34.3387471,15.194,25.653,1
spring,1,Red,Kongdoo Monster,0,4.853016667,0,7.327216667,0,11.22893333,32.50580046,13.896,23.827,0
spring,2,Blue,Kongdoo Monster,1,4.452233333,1,11.09335,1,9.303733333,31.64383562,16.233,25.14,1
spring,2,Red,Jin Air Green Wings,0,4.452233333,0,11.09335,0,9.303733333,32.05479452,15.119,22.141,0
spring,3,Blue,Jin Air Green Wings,0,14.02848333,1,11.86755,0,14.54858333,32.92778993,15.083,22.968,1
spring,3,Red,Kongdoo Monster,1,14.02848333,0,11.86755,1,14.54858333,34.1619256,15.26,25.688,0
spring,1,Blue,Afreeca Freecs,1,5.876733333,1,11.50143333,1,11.55075,34.04255319,15.83,25.845,1
spring,1,Red,BBQ Olivers,0,5.876733333,0,11.50143333,0,11.55075,30.40618956,14.274,21.778,0
spring,2,Blue,BBQ Olivers,1,12.93163333,1,10.7838,1,8.005266667,29.03389831,15.172,22.918,1
spring,2,Red,Afreeca Freecs,0,12.93163333,0,10.7838,0,8.005266667,30.48305085,14.208,21.538,0
spring,3,Blue,Afreeca Freecs,0,7.463316667,1,11.45686667,1,18.6536,37.11312217,14.825,21.81,1
spring,3,Red,BBQ Olivers,1,7.463316667,0,11.45686667,0,18.6536,35.6199095,15.261,24.298,0
spring,1,Blue,Samsung Galaxy,1,3.579683333,0,10.36041667,1,14.20358333,32.36686391,15.764,24.965,1
spring,1,Red,SK Telecom T1,0,3.579683333,1,10.36041667,0,14.20358333,31.12426036,13.547,20.92,0
spring,2,Blue,SK Telecom T1,0,3.369516667,0,8.188783333,0,14.65986667,29.65058236,14.35,21.771,0
spring,2,Red,Samsung Galaxy,1,3.369516667,1,8.188783333,1,14.65986667,28.28618968,15.257,23.686,1
spring,1,Blue,MVP,1,3.489283333,1,9.716316667,1,13.41638333,33.94179894,15.657,26.05,1
spring,1,Red,ROX Tigers,0,3.489283333,0,9.716316667,0,13.41638333,31.11111111,15.656,23.724,0
spring,2,Blue,ROX Tigers,1,2.941133333,1,7.719183333,0,15.4475,34.67945482,15.243,23.843,1
spring,2,Red,MVP,0,2.941133333,0,7.719183333,1,15.4475,32.74103988,15.712,24.432,0
spring,3,Blue,MVP,0,2.277566667,0,7.069333333,0,6.002466667,30.546875,14.066,21.85,0
spring,3,Red,ROX Tigers,1,2.277566667,1,7.069333333,1,6.002466667,32.421875,18.498,27.703,1
spring,1,Blue,Afreeca Freecs,0,5.251433333,0,16.8369,1,17.22653333,31.39652271,15.121,23.806,1
spring,1,Red,Longzhu Gaming,1,5.251433333,1,16.8369,0,17.22653333,31.26191812,14.881,24.226,0
spring,2,Blue,Longzhu Gaming,0,6.405533333,0,11.19375,0,18.90811667,30.99391481,13.802,21.164,0
spring,2,Red,Afreeca Freecs,1,6.405533333,1,11.19375,1,18.90811667,32.63691684,15.1,23.212,1
spring,1,Blue,KT Rolster,1,9.5825,0,12.19993333,0,14.3563,34.03542365,15.709,23.611,0
spring,1,Red,Kongdoo Monster,0,9.5825,1,12.19993333,1,14.3563,33.31737674,15.183,24.755,1
spring,2,Blue,Kongdoo Monster,0,7.0033,0,9.618516667,0,13.34131667,30.72972973,14.288,21.301,0
spring,2,Red,KT Rolster,1,7.0033,1,9.618516667,1,13.34131667,32.67567568,15.266,24.836,1
spring,3,Blue,KT Rolster,1,1.293683333,0,13.34045,0,15.63348333,34.29526462,14.894,22.744,0
spring,3,Red,Kongdoo Monster,0,1.293683333,1,13.34045,1,15.63348333,32.92479109,14.698,23.206,1
spring,1,Blue,Kongdoo Monster,0,9.50475,1,12.76971667,1,15.86506667,32.28619814,14.589,22.582,1
spring,1,Red,BBQ Olivers,1,9.50475,0,12.76971667,0,15.86506667,35.0550381,15.207,23.096,0
spring,2,Blue,BBQ Olivers,1,7.739083333,1,12.58436667,1,18.1684,36.83111954,14.808,22.984,1
spring,2,Red,Kongdoo Monster,0,7.739083333,0,12.58436667,0,18.1684,34.69639469,14.07,22.705,0
spring,3,Blue,Kongdoo Monster,0,7.702083333,0,11.39528333,1,20.03285,30.53176984,14.873,22.149,0
spring,3,Red,BBQ Olivers,1,7.702083333,1,11.39528333,0,20.03285,32.90428143,15.394,23.415,1
spring,1,Blue,Jin Air Green Wings,0,5.609916667,0,10.13516667,0,14.56231667,32.80358142,14.212,22.151,0
spring,1,Red,Afreeca Freecs,1,5.609916667,1,10.13516667,1,14.56231667,36.76552882,15.787,24.87,1
spring,2,Blue,Afreeca Freecs,0,3.05415,0,9.780133333,1,22.77131667,36.86707115,14.985,22.889,1
spring,2,Red,Jin Air Green Wings,1,3.05415,1,9.780133333,0,22.77131667,34.15333701,14.679,22.389,0
spring,1,Blue,ROX Tigers,0,8.5687,1,13.29951667,1,12.23555,31.70905392,14.217,22.43,0
spring,1,Red,SK Telecom T1,1,8.5687,0,13.29951667,0,12.23555,34.21159715,14.399,22.832,1
spring,2,Blue,SK Telecom T1,1,3.342416667,1,9.610116667,0,12.05173333,32.63902932,14.844,23.075,0
spring,2,Red,ROX Tigers,0,3.342416667,0,9.610116667,1,12.05173333,33.2760364,14.526,23.794,1
spring,3,Blue,ROX Tigers,0,3.970133333,1,13.51075,1,6.775,31.02362205,16.481,25.051,0
spring,3,Red,SK Telecom T1,1,3.970133333,0,13.51075,0,6.775,29.73753281,15.236,22.822,1
spring,1,Blue,MVP,1,4.042933333,1,11.76395,0,17.965,32.41758242,15.278,23.033,0
spring,1,Red,Samsung Galaxy,0,4.042933333,0,11.76395,1,17.965,32.22527473,14.985,23.108,1
spring,2,Blue,Samsung Galaxy,0,4.31295,1,9.71525,0,13.10988333,33.05755396,15.193,24.745,1
spring,2,Red,MVP,1,4.31295,0,9.71525,1,13.10988333,29.38848921,14.718,23.821,0
spring,1,Blue,Longzhu Gaming,1,6.282233333,0,16.07208333,0,15.73133333,34.46927374,15.782,23.873,0
spring,1,Red,Kongdoo Monster,0,6.282233333,1,16.07208333,1,15.73133333,33.32402235,14.533,22.311,1
spring,2,Blue,Kongdoo Monster,0,9.988866667,0,17.22545,0,15.94076667,31.14788004,14.382,22.202,0
spring,2,Red,Longzhu Gaming,1,9.988866667,1,17.22545,1,15.94076667,35.18097208,15.17,23.416,1
spring,3,Blue,Longzhu Gaming,0,3.761616667,1,17.44621667,1,22.07261667,32.83751011,14.594,22.267,0
spring,3,Red,Kongdoo Monster,1,3.761616667,0,17.44621667,0,22.07261667,33.85610348,15.128,23,1
spring,1,Blue,Afreeca Freecs,1,3.352466667,1,13.28296667,1,9.316166667,34.88430795,15.882,23.738,1
spring,1,Red,KT Rolster,0,3.352466667,0,13.28296667,0,9.316166667,33.34455196,13.911,21.915,0
spring,2,Blue,KT Rolster,1,4.989866667,1,10.2918,1,8.464116667,29.40684411,16.64,26.655,1
spring,2,Red,Afreeca Freecs,0,4.989866667,0,10.2918,0,8.464116667,31.91634981,13.263,21.01,0
spring,3,Blue,Afreeca Freecs,0,4.1684,0,10.03701667,0,8.6017,30.23584906,13.668,22.215,0
spring,3,Red,KT Rolster,1,4.1684,1,10.03701667,1,8.6017,31.36792453,16.568,25.711,1
spring,1,Blue,ROX Tigers,0,4.7217,1,12.90196667,1,11.00145,30.42475092,14.485,24.304,0
spring,1,Red,Samsung Galaxy,1,4.7217,0,12.90196667,0,11.00145,31.9349764,15.701,23.988,1
spring,2,Blue,Samsung Galaxy,1,3.7997,0,10.34418333,1,13.96568333,32.79927173,14.89,25.027,1
spring,2,Red,ROX Tigers,0,3.7997,1,10.34418333,0,13.96568333,27.58306782,14.901,23.505,0
spring,1,Blue,MVP,0,5.993383333,0,13.71506667,0,13.28048333,29.93384785,13.912,21.099,0
spring,1,Red,SK Telecom T1,1,5.993383333,1,13.71506667,1,13.28048333,31.09151047,16.498,26.251,1
spring,2,Blue,SK Telecom T1,1,2.1012,1,12.92306667,1,10.58646667,35.51214361,16.806,25.76,1
spring,2,Red,MVP,0,2.1012,0,12.92306667,0,10.58646667,28.54276663,14.076,21.781,0
spring,1,Blue,KT Rolster,0,3.239233333,1,10.30978333,1,14.14968333,35.85439838,15.323,26.974,1
spring,1,Red,Longzhu Gaming,1,3.239233333,0,10.30978333,0,14.14968333,30.15166835,14.178,21.607,0
spring,2,Blue,Longzhu Gaming,0,10.08198333,0,8.234716667,0,11.28038333,33.82629108,14.516,21.862,0
spring,2,Red,KT Rolster,1,10.08198333,1,8.234716667,1,11.28038333,32.72300469,14.271,24.396,1
spring,1,Blue,Jin Air Green Wings,0,10.1872,0,14.70976667,1,14.21436667,32.72727273,14.644,23.051,1
spring,1,Red,BBQ Olivers,1,10.1872,1,14.70976667,0,14.21436667,30.24165708,13.954,21.722,0
spring,2,Blue,BBQ Olivers,0,9.197833333,1,15.6148,0,12.3935,28.56739192,14.14,22.163,1
spring,2,Red,Jin Air Green Wings,1,9.197833333,0,15.6148,1,12.3935,28.61825374,15.153,24.347,0
spring,3,Blue,Jin Air Green Wings,1,4.829983333,0,6.751766667,1,8.663233333,33.17870322,16.284,24.207,1
spring,3,Red,BBQ Olivers,0,4.829983333,1,6.751766667,0,8.663233333,30.96468108,13.334,21.322,0
